age,metier,etat_civil,niveau_education,defaut_credit,solde_annuel_moyen,pret_immobilier,pret_personel,type_contact,jour,mois,duree_appel,nb_appels_campagne,jours_depuis_dernier,appels_precedents,resultat_prec,cible
33,cadre,marié,secondaire,non,369,non,non,mobile,25,mai,115,2,103,1,succès,no
43,technicien,divorcé,secondaire,non,1612,non,non,mobile,25,mai,262,2,353,1,autre,yes
28,cadre,marié,secondaire,non,466,oui,non,mobile,25,mai,123,2,-1,0,inconnu,no
36,technicien,marié,supérieur,non,911,oui,oui,mobile,25,mai,117,2,21,3,échec,yes
55,cadre,marié,supérieur,non,496,non,non,mobile,25,mai,85,1,-1,0,inconnu,no
31,technicien,célibataire,secondaire,non,863,oui,non,mobile,25,mai,166,3,111,6,échec,no
33,ouvrier,célibataire,secondaire,non,4464,oui,non,mobile,25,mai,217,1,-1,0,inconnu,no
29,administratif,marié,supérieur,non,238,non,non,mobile,25,mai,344,2,88,1,échec,yes
54,sans emploi,marié,secondaire,non,1561,non,non,mobile,25,mai,352,3,186,2,échec,yes
39,service,marié,secondaire,non,1179,non,non,mobile,25,mai,284,1,-1,0,inconnu,yes
35,technicien,célibataire,secondaire,non,27,oui,non,mobile,25,mai,214,1,305,1,autre,yes
29,technicien,célibataire,secondaire,non,6,non,non,mobile,25,mai,315,1,-1,0,inconnu,yes
32,technicien,célibataire,supérieur,non,654,oui,non,mobile,25,mai,615,4,-1,0,inconnu,yes
34,cadre,marié,supérieur,non,333,non,non,mobile,25,mai,170,1,-1,0,inconnu,no
37,sans emploi,marié,supérieur,non,7620,non,non,téléphone,25,mai,100,3,-1,0,inconnu,no
27,étudiant,célibataire,secondaire,non,253,non,non,mobile,25,mai,242,2,-1,0,inconnu,yes
32,technicien,célibataire,supérieur,non,705,oui,non,mobile,25,mai,414,2,35,4,échec,yes
27,technicien,célibataire,supérieur,non,11862,non,non,téléphone,25,mai,281,5,101,1,succès,no
33,technicien,célibataire,supérieur,non,109,oui,oui,mobile,25,mai,601,2,10,7,échec,yes
40,ouvrier,marié,primaire,non,-310,oui,oui,mobile,26,mai,133,2,363,5,échec,no
48,cadre,célibataire,supérieur,non,5689,non,non,mobile,26,mai,527,2,103,1,succès,no
60,cadre,marié,supérieur,non,205,non,non,mobile,26,mai,107,2,-1,0,inconnu,no
37,service,marié,secondaire,non,2915,non,non,mobile,26,mai,314,2,-1,0,inconnu,no
32,cadre,marié,supérieur,non,937,non,non,mobile,26,mai,61,1,190,1,échec,no
24,indépendant,célibataire,inconnu,non,1179,non,non,mobile,26,mai,78,1,105,1,échec,no
40,cadre,marié,secondaire,non,363,oui,oui,mobile,26,mai,135,1,104,2,échec,no
24,étudiant,célibataire,secondaire,non,23878,non,non,mobile,26,mai,133,1,97,1,succès,yes
35,ouvrier,célibataire,secondaire,non,142,oui,non,mobile,26,mai,293,2,19,3,échec,no
42,technicien,marié,secondaire,non,1066,non,non,mobile,26,mai,125,1,104,3,succès,no
34,cadre,célibataire,supérieur,non,699,non,non,mobile,26,mai,66,1,-1,0,inconnu,no
55,cadre,marié,supérieur,non,42,non,non,mobile,26,mai,318,1,-1,0,inconnu,no
30,technicien,marié,supérieur,non,1570,oui,non,mobile,26,mai,260,1,-1,0,inconnu,no
32,technicien,célibataire,supérieur,non,2340,non,non,mobile,26,mai,94,1,97,2,succès,no
30,cadre,célibataire,supérieur,non,320,non,non,mobile,26,mai,140,1,-1,0,inconnu,no
52,sans emploi,marié,secondaire,non,5091,non,non,mobile,26,mai,309,1,-1,0,inconnu,no
56,entrepreneur,marié,secondaire,non,339,oui,non,mobile,26,mai,251,1,98,3,autre,no
30,technicien,célibataire,supérieur,non,411,non,non,mobile,26,mai,111,1,35,1,échec,no
32,service,célibataire,secondaire,non,995,oui,non,mobile,26,mai,119,1,-1,0,inconnu,no
58,technicien,marié,secondaire,non,3399,non,non,mobile,26,mai,1078,1,97,7,autre,yes
44,cadre,marié,supérieur,non,2365,non,oui,mobile,26,mai,159,3,-1,0,inconnu,no
43,cadre,marié,supérieur,non,79,non,non,mobile,26,mai,640,1,-1,0,inconnu,yes
26,étudiant,célibataire,secondaire,non,8015,non,non,mobile,26,mai,109,1,-1,0,inconnu,no
25,étudiant,célibataire,secondaire,non,715,non,non,mobile,26,mai,217,1,-1,0,inconnu,no
26,cadre,marié,supérieur,non,243,non,non,mobile,26,mai,482,1,-1,0,inconnu,yes
36,cadre,marié,supérieur,non,753,non,non,mobile,26,mai,71,5,40,4,échec,no
31,technicien,célibataire,secondaire,non,138,non,non,mobile,26,mai,91,1,285,2,autre,yes
40,sans emploi,marié,secondaire,non,1289,non,non,mobile,26,mai,260,2,-1,0,inconnu,no
29,inconnu,célibataire,secondaire,non,923,non,non,mobile,26,mai,333,1,-1,0,inconnu,no
30,technicien,célibataire,secondaire,non,707,non,non,mobile,26,mai,228,1,-1,0,inconnu,no
27,technicien,célibataire,secondaire,non,405,non,non,mobile,26,mai,256,1,-1,0,inconnu,no
31,cadre,célibataire,supérieur,non,816,oui,non,mobile,26,mai,302,1,40,1,échec,no
33,technicien,célibataire,secondaire,non,4792,non,non,mobile,26,mai,131,3,-1,0,inconnu,no
25,cadre,célibataire,supérieur,non,1602,oui,non,mobile,26,mai,154,1,-1,0,inconnu,no
37,administratif,marié,secondaire,non,11303,non,non,mobile,26,mai,500,2,-1,0,inconnu,no
30,cadre,célibataire,supérieur,non,938,non,non,mobile,26,mai,172,2,105,1,autre,no
47,inconnu,marié,inconnu,non,8,non,non,téléphone,26,mai,164,1,-1,0,inconnu,no
25,cadre,célibataire,supérieur,non,1317,non,non,mobile,26,mai,176,1,-1,0,inconnu,yes
51,entrepreneur,marié,primaire,non,1443,non,non,mobile,26,mai,574,1,97,10,succès,no
34,cadre,marié,supérieur,non,47,non,non,mobile,26,mai,244,1,-1,0,inconnu,no
45,sans emploi,marié,secondaire,non,1040,non,non,téléphone,26,mai,137,5,-1,0,inconnu,no
33,cadre,marié,supérieur,non,1778,non,non,mobile,26,mai,134,1,103,1,succès,no
54,inconnu,marié,secondaire,non,1157,non,non,mobile,26,mai,98,2,-1,0,inconnu,no
34,cadre,célibataire,supérieur,non,808,non,non,mobile,26,mai,376,2,97,1,autre,no
58,sans emploi,marié,secondaire,non,68,non,non,mobile,26,mai,169,2,-1,0,inconnu,no
27,cadre,célibataire,supérieur,non,207,non,non,téléphone,26,mai,240,4,-1,0,inconnu,no
26,indépendant,célibataire,supérieur,non,560,non,non,téléphone,26,mai,122,2,-1,0,inconnu,no
35,technicien,marié,supérieur,non,8029,oui,non,mobile,26,mai,167,1,285,4,succès,no
25,étudiant,célibataire,supérieur,non,241,non,non,mobile,26,mai,351,1,-1,0,inconnu,no
58,retraité,marié,secondaire,non,2714,non,non,mobile,26,mai,165,1,287,2,échec,yes
60,retraité,divorcé,supérieur,non,4,oui,non,mobile,26,mai,400,3,358,2,échec,no
35,technicien,célibataire,secondaire,non,1693,oui,non,mobile,26,mai,58,1,105,1,succès,no
30,cadre,marié,inconnu,non,385,non,non,mobile,26,mai,56,2,97,2,autre,no
54,technicien,marié,supérieur,non,6507,non,non,mobile,26,mai,145,1,-1,0,inconnu,no
34,technicien,marié,supérieur,non,23076,non,non,mobile,26,mai,243,2,35,6,autre,yes
48,cadre,divorcé,supérieur,non,17964,oui,non,mobile,26,mai,208,2,96,3,autre,yes
41,cadre,marié,supérieur,non,3769,oui,non,mobile,26,mai,94,1,-1,0,inconnu,no
25,administratif,célibataire,supérieur,non,220,non,non,mobile,26,mai,68,1,-1,0,inconnu,no
27,sans emploi,célibataire,primaire,non,223,non,non,mobile,26,mai,103,1,-1,0,inconnu,no
26,administratif,célibataire,supérieur,non,2170,oui,non,mobile,26,mai,81,1,29,1,échec,no
32,technicien,divorcé,supérieur,non,267,non,non,mobile,26,mai,128,1,-1,0,inconnu,no
58,retraité,marié,primaire,non,928,non,non,mobile,26,mai,304,1,-1,0,inconnu,no
43,cadre,marié,supérieur,non,228,oui,non,mobile,26,mai,55,1,113,1,échec,no
26,administratif,marié,inconnu,non,4311,non,non,mobile,26,mai,75,1,-1,0,inconnu,no
24,étudiant,marié,inconnu,non,146,non,non,mobile,26,mai,147,1,40,1,échec,no
59,cadre,divorcé,supérieur,non,81,non,non,mobile,26,mai,140,1,-1,0,inconnu,no
36,technicien,marié,secondaire,non,15485,non,non,mobile,26,mai,83,1,42,1,succès,no
31,technicien,marié,secondaire,non,180,non,non,mobile,26,mai,222,1,70,2,succès,no
52,technicien,marié,secondaire,non,195,oui,non,mobile,26,mai,145,1,98,2,échec,no
60,retraité,marié,supérieur,non,846,non,non,téléphone,26,mai,1346,1,-1,0,inconnu,yes
43,cadre,divorcé,supérieur,non,36,non,non,mobile,26,mai,118,1,102,2,échec,no
28,indépendant,célibataire,supérieur,non,805,non,non,mobile,26,mai,69,1,99,1,succès,no
59,cadre,marié,supérieur,non,1831,non,non,mobile,26,mai,245,2,98,2,échec,no
28,administratif,célibataire,supérieur,non,336,non,non,mobile,26,mai,135,1,-1,0,inconnu,no
25,cadre,célibataire,supérieur,non,530,non,non,mobile,26,mai,88,1,-1,0,inconnu,no
50,cadre,marié,supérieur,non,2635,non,non,mobile,26,mai,303,2,-1,0,inconnu,no
21,technicien,célibataire,inconnu,non,360,non,non,mobile,26,mai,131,2,-1,0,inconnu,yes
25,étudiant,célibataire,supérieur,non,326,non,non,mobile,26,mai,390,1,-1,0,inconnu,yes
57,indépendant,marié,supérieur,non,350,non,non,mobile,26,mai,132,6,112,3,échec,no
60,cadre,marié,supérieur,non,21088,oui,non,mobile,26,mai,187,1,-1,0,inconnu,no
51,cadre,marié,supérieur,non,583,non,non,mobile,26,mai,109,1,-1,0,inconnu,no
26,étudiant,célibataire,secondaire,non,100,non,non,mobile,26,mai,445,1,-1,0,inconnu,yes
31,cadre,marié,supérieur,non,2196,oui,non,mobile,26,mai,299,2,-1,0,inconnu,no
34,cadre,célibataire,supérieur,non,0,non,non,mobile,26,mai,93,1,-1,0,inconnu,no
49,technicien,célibataire,secondaire,non,0,oui,non,mobile,26,mai,223,1,-1,0,inconnu,no
34,domestique,marié,supérieur,non,0,non,non,mobile,26,mai,141,1,188,1,échec,no
46,cadre,marié,supérieur,non,0,non,non,mobile,26,mai,401,1,-1,0,inconnu,no
60,administratif,marié,inconnu,non,1088,oui,non,mobile,26,mai,149,1,-1,0,inconnu,no
38,cadre,marié,inconnu,non,3576,non,non,mobile,26,mai,579,1,-1,0,inconnu,yes
30,indépendant,célibataire,supérieur,non,166,non,non,mobile,26,mai,136,1,-1,0,inconnu,no
32,technicien,marié,supérieur,non,4089,non,non,mobile,26,mai,114,7,287,3,échec,no
46,technicien,marié,secondaire,non,2501,non,non,mobile,26,mai,323,1,-1,0,inconnu,no
34,cadre,célibataire,supérieur,non,0,oui,oui,mobile,26,mai,197,2,98,1,autre,no
44,technicien,célibataire,supérieur,non,643,non,non,mobile,26,mai,222,3,-1,0,inconnu,no
34,technicien,marié,supérieur,non,0,non,non,mobile,26,mai,58,1,-1,0,inconnu,no
29,service,marié,secondaire,non,1135,oui,non,mobile,26,mai,407,2,98,1,succès,no
32,cadre,marié,supérieur,non,410,oui,non,mobile,26,mai,252,2,-1,0,inconnu,no
36,administratif,célibataire,supérieur,non,635,non,non,mobile,26,mai,80,1,102,1,échec,no
32,technicien,marié,inconnu,non,712,non,non,mobile,26,mai,112,1,-1,0,inconnu,no
36,technicien,célibataire,secondaire,non,144,non,non,mobile,26,mai,87,1,308,2,échec,no
55,technicien,divorcé,secondaire,non,217,oui,oui,mobile,26,mai,176,1,-1,0,inconnu,no
25,étudiant,célibataire,secondaire,non,304,non,non,mobile,26,mai,226,2,-1,0,inconnu,yes
26,étudiant,célibataire,supérieur,non,39,non,non,mobile,26,mai,396,3,-1,0,inconnu,yes
21,ouvrier,célibataire,secondaire,non,164,non,non,mobile,26,mai,260,1,-1,0,inconnu,no
53,ouvrier,marié,primaire,non,655,oui,non,mobile,26,mai,103,2,-1,0,inconnu,no
56,service,divorcé,primaire,non,23,non,non,téléphone,26,mai,108,4,-1,0,inconnu,no
34,technicien,célibataire,secondaire,non,2178,oui,non,mobile,26,mai,41,1,-1,0,inconnu,no
28,administratif,marié,secondaire,non,0,oui,oui,mobile,26,mai,89,1,-1,0,inconnu,no
28,administratif,marié,secondaire,non,147,oui,oui,mobile,26,mai,82,1,-1,0,inconnu,no
29,cadre,célibataire,supérieur,non,2907,oui,non,mobile,26,mai,150,1,-1,0,inconnu,no
25,étudiant,célibataire,inconnu,non,3,non,non,mobile,26,mai,170,1,-1,0,inconnu,yes
34,cadre,marié,supérieur,non,402,non,non,mobile,26,mai,147,1,-1,0,inconnu,no
28,technicien,célibataire,secondaire,non,6551,non,non,mobile,26,mai,362,1,77,1,échec,no
33,administratif,célibataire,supérieur,non,1077,non,non,mobile,26,mai,118,2,-1,0,inconnu,no
26,étudiant,célibataire,supérieur,non,255,non,non,mobile,26,mai,264,2,-1,0,inconnu,no
60,retraité,marié,supérieur,non,3461,non,non,mobile,26,mai,94,2,112,2,échec,no
29,étudiant,célibataire,supérieur,non,795,non,non,mobile,26,mai,258,1,-1,0,inconnu,no
25,technicien,célibataire,secondaire,non,1847,non,non,mobile,26,mai,137,2,-1,0,inconnu,no
60,cadre,marié,supérieur,non,1574,non,non,mobile,26,mai,189,2,349,1,échec,no
32,cadre,célibataire,supérieur,non,312,non,non,mobile,26,mai,208,2,98,2,succès,yes
47,domestique,célibataire,secondaire,non,17023,non,non,mobile,26,mai,379,2,97,4,autre,no
29,cadre,célibataire,supérieur,non,15459,non,non,mobile,26,mai,245,3,97,7,succès,no
25,administratif,marié,supérieur,non,906,non,non,mobile,26,mai,253,1,-1,0,inconnu,yes
21,administratif,célibataire,secondaire,non,524,non,non,mobile,26,mai,185,1,-1,0,inconnu,yes
34,cadre,célibataire,supérieur,non,2555,oui,non,mobile,26,mai,129,2,-1,0,inconnu,no
32,cadre,marié,supérieur,non,8,oui,non,mobile,26,mai,175,2,-1,0,inconnu,no
24,technicien,célibataire,secondaire,non,1234,non,non,mobile,27,mai,480,2,-1,0,inconnu,no
41,indépendant,célibataire,supérieur,non,1081,non,non,mobile,27,mai,229,3,-1,0,inconnu,yes
50,administratif,marié,supérieur,non,843,non,oui,mobile,27,mai,71,3,-1,0,inconnu,no
44,technicien,célibataire,supérieur,non,2033,non,non,mobile,27,mai,158,1,-1,0,inconnu,no
47,administratif,marié,supérieur,non,2279,oui,oui,mobile,27,mai,161,1,-1,0,inconnu,no
30,administratif,célibataire,secondaire,non,983,oui,non,mobile,27,mai,189,2,-1,0,inconnu,yes
29,indépendant,marié,supérieur,non,2305,non,non,mobile,27,mai,82,2,-1,0,inconnu,no
56,cadre,divorcé,inconnu,non,854,non,non,mobile,27,mai,121,1,-1,0,inconnu,no
47,administratif,divorcé,secondaire,non,2232,non,non,mobile,27,mai,439,1,103,1,succès,yes
37,administratif,marié,secondaire,non,1967,non,non,mobile,27,mai,242,1,212,1,succès,yes
27,cadre,célibataire,supérieur,non,80,non,non,mobile,27,mai,188,2,-1,0,inconnu,no
34,administratif,marié,secondaire,non,1406,oui,non,mobile,27,mai,145,1,-1,0,inconnu,yes
60,retraité,divorcé,secondaire,non,1923,non,non,mobile,27,mai,282,1,-1,0,inconnu,no
26,cadre,célibataire,supérieur,non,155,oui,non,mobile,27,mai,74,4,43,5,autre,no
27,cadre,célibataire,supérieur,non,7,non,non,mobile,27,mai,483,2,-1,0,inconnu,no
49,domestique,marié,primaire,non,5038,oui,non,téléphone,27,mai,108,1,-1,0,inconnu,no
37,administratif,marié,secondaire,non,1559,non,non,mobile,27,mai,81,1,-1,0,inconnu,no
27,étudiant,célibataire,secondaire,non,274,non,non,mobile,27,mai,283,1,-1,0,inconnu,no
28,administratif,célibataire,secondaire,non,157,non,non,mobile,27,mai,155,3,-1,0,inconnu,yes
50,service,marié,secondaire,non,77,non,non,mobile,27,mai,138,2,-1,0,inconnu,no
58,retraité,marié,primaire,oui,-235,non,oui,téléphone,27,mai,93,2,-1,0,inconnu,no
24,administratif,célibataire,supérieur,non,0,oui,non,mobile,27,mai,122,2,-1,0,inconnu,yes
51,domestique,marié,inconnu,non,2337,oui,non,mobile,27,mai,133,2,41,5,succès,no
26,administratif,célibataire,secondaire,non,2509,non,non,mobile,27,mai,776,3,97,3,succès,yes
43,cadre,marié,supérieur,non,1188,non,non,mobile,27,mai,140,2,-1,0,inconnu,no
30,administratif,célibataire,secondaire,non,1027,oui,non,mobile,27,mai,136,2,114,1,succès,no
39,technicien,marié,secondaire,non,505,non,non,mobile,27,mai,86,4,-1,0,inconnu,no
25,cadre,célibataire,supérieur,non,430,non,oui,mobile,27,mai,145,2,-1,0,inconnu,no
37,administratif,marié,secondaire,non,7,oui,non,mobile,27,mai,224,7,105,1,autre,no
24,ouvrier,célibataire,secondaire,non,383,non,non,mobile,27,mai,101,1,-1,0,inconnu,no
60,domestique,divorcé,secondaire,non,2063,non,non,mobile,27,mai,95,1,99,2,échec,no
25,cadre,célibataire,supérieur,non,808,non,non,mobile,27,mai,268,2,-1,0,inconnu,no
32,ouvrier,marié,secondaire,non,10287,oui,non,mobile,27,mai,281,4,188,1,échec,yes
32,sans emploi,célibataire,secondaire,non,0,non,non,mobile,27,mai,123,2,-1,0,inconnu,no
25,étudiant,célibataire,inconnu,non,92,non,non,mobile,27,mai,297,1,-1,0,inconnu,no
30,cadre,célibataire,supérieur,non,5359,non,non,mobile,27,mai,119,1,98,1,succès,yes
54,indépendant,célibataire,supérieur,non,384,non,oui,mobile,27,mai,200,1,-1,0,inconnu,yes
45,cadre,célibataire,supérieur,non,0,non,non,mobile,27,mai,114,1,-1,0,inconnu,no
39,entrepreneur,marié,secondaire,non,3471,oui,non,mobile,27,mai,113,1,-1,0,inconnu,no
51,domestique,marié,secondaire,non,2239,non,non,mobile,27,mai,1576,1,-1,0,inconnu,no
35,technicien,marié,secondaire,non,1368,non,non,mobile,27,mai,329,1,41,2,autre,yes
26,étudiant,célibataire,secondaire,non,0,non,non,mobile,27,mai,107,2,-1,0,inconnu,no
32,administratif,célibataire,secondaire,non,1649,non,non,mobile,27,mai,204,2,-1,0,inconnu,no
54,retraité,divorcé,supérieur,non,3076,non,non,mobile,27,mai,367,2,-1,0,inconnu,yes
43,cadre,marié,supérieur,non,1336,oui,oui,mobile,27,mai,82,2,309,1,échec,no
25,administratif,célibataire,secondaire,non,425,non,non,mobile,27,mai,100,1,-1,0,inconnu,no
46,cadre,marié,supérieur,non,2199,non,non,téléphone,27,mai,146,1,-1,0,inconnu,no
24,ouvrier,célibataire,inconnu,non,192,non,non,mobile,27,mai,424,1,-1,0,inconnu,no
44,cadre,marié,supérieur,non,7818,non,non,mobile,27,mai,412,1,-1,0,inconnu,yes
36,cadre,marié,supérieur,non,217,non,non,mobile,27,mai,103,1,-1,0,inconnu,no
56,administratif,célibataire,secondaire,non,4118,non,non,téléphone,27,mai,165,1,-1,0,inconnu,yes
38,technicien,célibataire,secondaire,non,2442,non,non,mobile,27,mai,161,1,100,3,succès,no
25,cadre,célibataire,supérieur,non,222,non,non,mobile,27,mai,114,1,-1,0,inconnu,no
23,administratif,célibataire,secondaire,non,1358,non,non,mobile,27,mai,237,2,-1,0,inconnu,no
28,cadre,célibataire,supérieur,non,0,non,non,téléphone,27,mai,198,2,-1,0,inconnu,no
42,cadre,marié,supérieur,non,261,non,non,mobile,27,mai,207,5,-1,0,inconnu,no
21,ouvrier,célibataire,secondaire,non,2265,non,non,mobile,27,mai,156,4,99,2,succès,no
26,étudiant,célibataire,supérieur,non,13107,oui,non,mobile,27,mai,112,2,-1,0,inconnu,no
58,domestique,marié,secondaire,non,196,non,oui,mobile,27,mai,110,3,-1,0,inconnu,no
54,cadre,divorcé,supérieur,non,55,oui,non,mobile,27,mai,183,2,-1,0,inconnu,no
25,administratif,célibataire,supérieur,non,760,oui,non,mobile,27,mai,223,3,89,2,échec,yes
55,administratif,divorcé,secondaire,non,1872,non,non,mobile,27,mai,76,3,103,5,succès,no
32,ouvrier,célibataire,secondaire,non,4339,oui,oui,mobile,27,mai,76,2,-1,0,inconnu,no
25,étudiant,célibataire,inconnu,non,277,non,non,mobile,27,mai,311,2,-1,0,inconnu,yes
39,ouvrier,célibataire,secondaire,non,254,non,non,mobile,27,mai,128,4,-1,0,inconnu,no
28,cadre,marié,supérieur,non,1109,oui,non,mobile,27,mai,89,4,310,5,échec,no
32,indépendant,célibataire,supérieur,non,312,oui,non,mobile,27,mai,99,2,-1,0,inconnu,no
55,cadre,marié,supérieur,non,39098,non,non,mobile,27,mai,236,3,-1,0,inconnu,no
30,indépendant,célibataire,supérieur,non,48,non,non,mobile,27,mai,144,2,187,1,échec,no
52,technicien,marié,secondaire,non,196,oui,oui,mobile,27,mai,99,2,99,1,succès,no
43,administratif,marié,secondaire,non,132,non,non,mobile,27,mai,187,2,71,1,succès,yes
39,technicien,marié,supérieur,non,437,non,non,téléphone,27,mai,186,2,-1,0,inconnu,no
29,cadre,célibataire,supérieur,non,559,non,non,téléphone,27,mai,86,4,-1,0,inconnu,no
56,administratif,marié,secondaire,non,1671,non,non,mobile,28,mai,158,2,-1,0,inconnu,no
23,étudiant,célibataire,inconnu,non,565,non,non,mobile,28,mai,162,7,-1,0,inconnu,no
50,cadre,marié,supérieur,non,253,non,non,mobile,28,mai,513,9,-1,0,inconnu,yes
34,cadre,marié,supérieur,non,8000,non,non,mobile,28,mai,110,2,-1,0,inconnu,no
29,service,marié,secondaire,non,3748,non,non,mobile,28,mai,322,3,-1,0,inconnu,no
26,cadre,célibataire,supérieur,non,2506,non,non,mobile,28,mai,210,2,100,1,succès,no
36,indépendant,marié,supérieur,non,687,oui,non,mobile,28,mai,568,8,-1,0,inconnu,no
58,retraité,marié,secondaire,non,3382,non,oui,mobile,28,mai,294,2,309,2,échec,no
36,administratif,marié,secondaire,non,953,oui,non,mobile,28,mai,77,1,100,1,échec,no
35,administratif,célibataire,supérieur,non,777,non,oui,mobile,28,mai,85,1,-1,0,inconnu,no
45,administratif,marié,inconnu,non,2033,non,non,mobile,28,mai,48,4,-1,0,inconnu,no
30,administratif,marié,secondaire,non,0,non,non,mobile,28,mai,93,3,-1,0,inconnu,no
24,étudiant,célibataire,secondaire,non,501,non,non,mobile,28,mai,121,6,-1,0,inconnu,no
24,technicien,célibataire,secondaire,non,434,non,non,mobile,28,mai,331,1,-1,0,inconnu,no
25,technicien,célibataire,secondaire,non,7103,oui,non,mobile,28,mai,188,3,10,1,échec,yes
31,service,célibataire,secondaire,non,278,non,non,mobile,28,mai,95,3,-1,0,inconnu,no
25,technicien,marié,secondaire,non,517,non,non,mobile,28,mai,135,3,-1,0,inconnu,no
51,cadre,marié,supérieur,non,994,non,non,mobile,28,mai,414,3,-1,0,inconnu,no
30,cadre,célibataire,supérieur,non,1269,non,non,mobile,28,mai,361,2,-1,0,inconnu,no
45,cadre,célibataire,supérieur,non,1411,non,non,mobile,28,mai,142,3,-1,0,inconnu,no
32,ouvrier,célibataire,secondaire,non,604,non,oui,mobile,28,mai,95,3,-1,0,inconnu,no
38,technicien,célibataire,secondaire,non,311,oui,non,mobile,28,mai,61,2,-1,0,inconnu,no
35,technicien,célibataire,supérieur,non,2288,non,non,téléphone,28,mai,32,2,-1,0,inconnu,no
57,retraité,marié,supérieur,non,0,non,non,mobile,28,mai,141,3,-1,0,inconnu,no
37,administratif,marié,supérieur,non,23,oui,non,téléphone,28,mai,71,1,90,1,autre,no
55,administratif,marié,secondaire,non,602,non,non,mobile,1,juin,324,3,90,2,succès,yes
57,entrepreneur,marié,secondaire,non,2464,non,non,mobile,1,juin,113,1,-1,0,inconnu,no
57,cadre,marié,supérieur,non,473,non,non,mobile,1,juin,295,1,-1,0,inconnu,yes
55,technicien,marié,secondaire,non,511,oui,non,mobile,1,juin,108,1,94,2,autre,no
28,administratif,célibataire,supérieur,non,14,non,non,mobile,1,juin,201,1,-1,0,inconnu,no
38,technicien,célibataire,supérieur,non,0,oui,non,mobile,1,juin,71,1,-1,0,inconnu,no
48,cadre,marié,supérieur,non,1167,oui,oui,mobile,1,juin,264,1,-1,0,inconnu,yes
46,administratif,divorcé,secondaire,non,3280,non,non,mobile,1,juin,110,1,-1,0,inconnu,no
26,cadre,célibataire,supérieur,non,1274,oui,non,mobile,1,juin,190,1,84,1,échec,no
25,sans emploi,célibataire,supérieur,non,343,non,non,mobile,1,juin,377,1,-1,0,inconnu,yes
49,cadre,marié,supérieur,non,1808,oui,non,mobile,1,juin,205,1,95,1,succès,yes
25,technicien,célibataire,secondaire,non,1199,non,non,mobile,1,juin,287,1,-1,0,inconnu,yes
40,cadre,divorcé,supérieur,non,3355,non,non,mobile,1,juin,212,1,-1,0,inconnu,no
43,cadre,marié,supérieur,non,0,non,non,mobile,1,juin,346,1,-1,0,inconnu,no
38,domestique,divorcé,secondaire,non,70,non,non,mobile,1,juin,263,1,-1,0,inconnu,yes
41,technicien,divorcé,supérieur,non,2611,oui,non,mobile,1,juin,129,1,314,2,échec,no
47,technicien,marié,supérieur,non,213,non,non,mobile,1,juin,154,1,-1,0,inconnu,no
37,technicien,marié,supérieur,non,6968,non,non,mobile,1,juin,175,1,-1,0,inconnu,no
60,technicien,marié,secondaire,non,1740,non,non,mobile,1,juin,814,1,80,2,succès,no
46,cadre,divorcé,supérieur,non,4629,non,non,mobile,1,juin,67,1,41,1,échec,no
24,étudiant,célibataire,inconnu,non,839,non,non,mobile,1,juin,65,1,-1,0,inconnu,no
45,ouvrier,marié,secondaire,non,1723,non,non,mobile,1,juin,166,2,-1,0,inconnu,yes
33,cadre,marié,supérieur,non,1323,non,non,mobile,1,juin,327,1,-1,0,inconnu,yes
45,administratif,marié,supérieur,non,2552,non,non,mobile,1,juin,69,1,293,7,échec,yes
30,cadre,marié,supérieur,non,155,oui,non,mobile,1,juin,353,1,-1,0,inconnu,no
59,administratif,marié,secondaire,non,205,non,non,téléphone,1,juin,277,1,-1,0,inconnu,no
59,retraité,marié,supérieur,non,1312,oui,non,mobile,1,juin,244,2,-1,0,inconnu,no
46,technicien,célibataire,secondaire,non,5862,non,non,mobile,1,juin,84,1,-1,0,inconnu,yes
26,cadre,célibataire,secondaire,non,2613,non,non,mobile,1,juin,326,1,-1,0,inconnu,yes
25,étudiant,célibataire,secondaire,non,1116,oui,non,mobile,1,juin,119,1,20,5,échec,no
31,sans emploi,célibataire,primaire,non,3652,non,non,mobile,1,juin,285,1,-1,0,inconnu,no
58,sans emploi,célibataire,supérieur,non,2094,non,non,mobile,1,juin,161,2,-1,0,inconnu,no
34,administratif,célibataire,secondaire,non,528,non,non,mobile,1,juin,165,1,124,1,autre,no
58,cadre,marié,supérieur,non,2764,non,non,mobile,1,juin,459,1,196,1,échec,no
49,administratif,marié,secondaire,non,0,non,non,mobile,1,juin,1460,1,-1,0,inconnu,yes
25,technicien,célibataire,secondaire,non,938,non,non,mobile,1,juin,1048,1,-1,0,inconnu,yes
53,technicien,marié,secondaire,non,284,non,non,mobile,1,juin,781,1,-1,0,inconnu,yes
42,entrepreneur,marié,secondaire,non,707,non,non,mobile,1,juin,233,1,348,1,succès,no
43,cadre,marié,supérieur,non,1059,non,oui,mobile,1,juin,335,2,-1,0,inconnu,yes
49,technicien,marié,secondaire,non,1684,non,oui,mobile,1,juin,412,2,-1,0,inconnu,yes
54,cadre,marié,supérieur,non,534,non,non,mobile,1,juin,177,2,-1,0,inconnu,yes
47,technicien,marié,secondaire,non,293,non,non,mobile,1,juin,251,1,90,1,succès,yes
55,technicien,marié,secondaire,non,0,oui,oui,mobile,1,juin,106,1,91,1,succès,no
52,technicien,marié,secondaire,non,0,oui,non,mobile,1,juin,144,1,83,1,échec,no
